snap(-20,-50,-80)
sky(224,70,0)
fog(113,24,16)
clouds(255,255,255,5,-1000)
set(92,-32600,0,250,-90)
set(92,-32600,-2000,250,-90)


//scenery
set(32,-37800,5600,250,180)

set(99,-37219,8400,250,0)
set(99,-37219,7900,250,0)
set(99,-37219,7400,250,0)
set(99,-37219,6900,250,0)
set(99,-37219,6400,250,0)
set(99,-37219,5900,250,0)
set(99,-37219,5400,250,0)
set(99,-37219,4900,250,0)
set(99,-37219,4400,250,0)
set(99,-37219,3900,250,0)

set(89,-38600,13600,250,90)
set(90,-38600,-7000,250,180)
set(91,-38600,-2000,250,0)

set(88,-19600,-1600,250,90)
set(87,-19600,400,250,90)
set(86,-19600,2400,250,90)
set(85,-19600,4400,250,90)
set(84,-19600,6400,250,90)
set(85,-19600,8400,250,90)
set(86,-19600,10400,250,90)
set(87,-19600,12400,250,90)
set(88,-19600,14400,250,90)

set(65,-17560,27500,1250,0)
set(30,-17560,21900,250,180)

set(51,-13000,50500,249,180)

set(45,-2160,70150,260,90)
set(45,-7760,70150,260,90)
set(80,12000,11140,250,-90)
set(81,9200,11140,250,-90)
set(78,5400,11140,250,180)
set(81,5400,14940,250,180)
set(77,5400,20540,250,90)
set(74,-200,20540,250,90)
set(76,-4200,20540,250,180)
set(74,-4200,24140,250,0)
set(74,-4200,29740,250,0)
set(74,-4200,35340,250,0)
set(77,-4200,40940,250,0)
set(76,-4200,45240,250,90)
set(76,-1400,45240,250,-90)
set(76,-1400,48040,250,0)
set(74,-5000,48040,250,90)
set(76,-8800,48040,250,90)
set(74,-8800,44040,250,0)
set(74,-8800,38440,250,0)
set(74,-8800,32840,250,0)
set(74,-8800,27240,250,0)
set(74,-8800,21640,250,0)
set(76,-8800,17940,250,-90)
set(74,-12800,17940,250,90)
set(74,-18400,17940,250,90)
set(74,-24000,17940,250,90)
set(74,-29600,17940,250,90)
set(76,-33600,17940,250,180)
set(74,-33600,21640,250,0)
set(76,-33600,25640,250,90)
set(77,-29400,25640,250,90)
set(80,-29400,28440,250,0)

set(78,0,40940,250,-90)
set(79,0,43040,250,0)

set(10,-27019,-4550,250,90)
set(10,-21419,-10150,250,0)

set(10,-41719,30950,250,90)
set(10,-41719,16250,250,90)


set(10,-36119,10650,250,0)
set(10,-36119,5050,250,0)
set(10,-36119,-450,250,0)


set(44,-36119,-4550,250,0)
set(10,-30519,-4550,250,90)
set(10,-41719,-4550,250,90)
set(10,-36119,-10150,250,0)p

maxl(18,-41575,-6625)
maxb(13,-9025,-39175)
maxr(18,20824,-6625)
maxt(13,77375,-39175)
