snap(-29,-31,-12)
sky(201,191,255)
fog(232,174,174)
clouds(255,255,255,0,-1500)
set(102,0,2800,250,90)
set(102,-5600,2800,250,90)
set(102,5600,8400,250,90)
set(102,0,8400,250,90)
set(102,-5600,8400,250,90)
set(102,5600,14000,250,90)
set(102,0,14000,250,90)
set(102,-5600,19600,250,90)
set(102,5600,19600,250,90)
set(102,0,19600,250,90)
set(102,-5600,14000,250,90)

set(87,1800,27600,-200,180)
set(86,3400,27600,-200,180)
set(85,5000,27600,-200,180)
set(84,-5000,27600,-200,180)
set(85,-3400,27600,-200,180)
set(88,-1800,27600,-200,180)

//scenery segment 2

set(87,41200,34600,250,0)
set(86,42800,34600,250,0)
set(85,44400,34600,250,0)
set(84,46000,34600,250,0)
set(88,47600,34600,250,0)
set(87,49200,34600,250,0)
set(88,50800,34600,250,0)
set(86,52400,34600,250,0)
set(85,54000,34600,250,0)
set(84,55600,34600,250,0)
set(87,57200,34600,250,0)
set(88,58800,34600,250,0)
set(87,60400,34600,250,0)

set(89,64500,37000,250,-90)
set(90,64500,40000,250,-90)
set(91,64500,43000,250,-90)

set(90,69500,37000,250,90)
set(91,69500,40000,250,90)
set(89,69500,43000,250,90)

set(118,42600,45700,250,-90)
set(118,57000,45700,250,-90)

set(80,23900,49400,250,0)p
set(81,23900,46600,250,0)p
set(77,23900,41000,250,90)
set(74,29500,41000,250,90)
set(74,35000,41000,250,90)
set(76,39200,41000,250,0)
set(74,39200,36800,250,0)
set(76,39200,32600,250,180)
set(74,43400,32600,250,90)
set(74,49000,32600,250,90)
set(74,54600,32600,250,90)
set(74,60200,32600,250,90)
set(76,64400,32600,250,0)
set(74,64400,28400,250,0)
set(74,64400,22800,250,0)
set(74,64400,17200,250,0)
set(74,64400,11600,250,0)
set(74,64400,6000,250,0)
set(77,64400,400,250,0)

set(92,25900,48500,250,180)
set(92,28400,48500,250,180)
set(92,30900,48500,250,180)
set(92,33400,48500,250,180)
set(92,35900,48500,250,180)
set(92,38400,48500,250,180)
set(92,40900,48500,250,180)

set(94,43400,49700,250,0)
set(94,43400,44900,250,0)
set(94,43400,40100,250,0)
set(94,45800,37700,250,90)
set(94,50600,37700,250,90)
set(94,55400,37700,250,90)
set(94,57800,49700,250,0)
set(94,57800,44900,250,0)
set(94,57800,40100,250,0)

set(92,50900,48500,250,180)

set(92,59500,48500,250,180)
set(92,62000,48500,250,180)
set(92,64500,48500,250,180)
set(92,67000,48500,250,180)
set(92,69500,48500,250,180)



//scenery section 3
fix(69,72500,18740,250,0)
set(23,71560,18740,250,90)p


set(113,76000,30480,250,180)
set(113,76000,24680,250,0)
set(113,76000,18880,250,180)
set(113,76000,13080,250,0)
set(88,76000,5900,250,0)
set(102,76000,2400,-1090,0)
set(102,76000,-3200,-1090,0)
set(102,74600,-3200,-1090,0)

set(87,70000,32480,250,-90)
set(88,70000,30980,250,-90)
set(87,70000,29380,250,-90)
set(86,70000,27780,250,-90)
set(85,69300,26180,250,-90)
set(84,68300,24580,250,-90)

set(91,66700,5300,250,180)
set(90,69500,5300,250,180)
set(89,74100,5300,250,180)

set(23,69000,7480,250,-90)p
set(30,77400,7480,250,-90)p

set(45,81650,34380,250,90)
set(45,76100,34380,250,90)
set(45,71800,34380,250,90)
set(46,67600,34380,250,90)
set(45,67600,30180,250,0)
set(45,67600,24580,250,0)
set(46,67600,20380,250,180)
set(46,70400,20380,250,0)
set(46,70400,17580,250,-90)
set(46,67600,17580,250,90)
set(45,67600,13380,250,0)
set(46,67600,9180,250,180)
set(45,71800,9180,250,90)
set(45,76100,9180,250,90)
set(50,81650,9180,250,90)
set(50,81650,7480,250,-90)


maxl(17,-4759,-27071)
maxb(17,-29471,-2359)
maxr(17,76840,-27071)
maxt(17,52128,-2359)
