
snap(-40,-60,50)
thunder()
rain(207,207,207)

sky(15,17,18)
fog(15,16,18) 
ground(212,198,150)

clouds(255,255,255,3,-1437)
set(10,-15400,2800,250,0)p
set(10,-15400,7200,250,0)p
set(23,-15400,10000,250,180)
set(14,-15400,12800,250,-90)
chk(40,-17000,12800,250,90)
set(43,-15400,32000,250,-90)pt
set(43,-15400,27600,250,90)pt
set(14,-19800,32000,250,0)pt
set(43,-19800,27600,250,0)p
set(10,-19800,22800,250,0)p
set(10,-19800,17200,250,0)p
set(43,-19800,12800,250,0)p
set(10,-19800,7200,250,0)p
set(10,-19800,2800,250,0)p
set(10,-19800,-2800,250,0)p
set(14,-19800,-7200,250,90)pt

//scenery_bits

set(92,-17600,-5000,250,-90)
set(88,-17600,-3200,250,-90)
set(92,-17600,-1400,250,-90)
set(85,-17600,400,250,-90)
set(87,-17600,2200,250,-90)
set(85,-17600,4000,250,-90)
set(86,-17600,5800,250,-90)
set(84,-17600,7600,250,-90)
set(88,-17600,9400,250,-90)
set(92,-17600,11200,250,-90)



set(86,-13400,-5000,250,90)
set(84,-13400,-3200,250,90)
set(87,-13400,-1400,250,90)
set(88,-13400,400,250,90)
set(92,-12700,2200,250,90)
set(86,-13400,4000,250,90)
set(85,-13400,5800,250,90)
set(84,-13400,7600,250,90)
set(87,-13400,9400,250,90)
set(88,-13400,11200,250,90)
set(92,-12700,13000,250,90)



set(26,10150,4500,250,180)
set(26,10150,3650,-250,180)
set(26,12400,2250,250,90)
set(26,11550,2250,-250,90)
set(26,7900,2250,250,-90)
set(26,8750,2250,-250,-90)
set(26,10150,0,250,0)
set(26,10150,850,-250,0)

set(26,-11900,32000,250,-90)
set(26,-11900,27600,250,-90)
set(89,-17600,29800,250,90)
set(90,-12000,29800,250,-90)

set(90,28050,5600,250,0)
set(91,28050,0,250,180)
set(89,28050,-3500,250,0)

set(91,31550,5600,250,0)
set(89,31550,0,250,180)
set(90,31550,-3500,250,0)

set(91,34000,13870,250,90)
set(90,34000,19870,250,90)
set(89,34000,23870,250,90)


set(10,36800,10970,250,0)
set(10,36800,5370,250,0)
set(10,32950,2800,250,90)
set(10,27350,2800,250,90)

set(43,36800,2800,250,180)

set(10,36800,-230,250,0)
set(10,36800,-2715,250,0)
set(14,36800,-7200,250,180)
set(10,32400,-7200,250,90)
set(10,26800,-7200,250,90)


set(10,0,-2800,250,0)

set(94,-2800,13700,-583,0)
set(94,-2800,19800,-583,0)
set(94,8400,13700,-583,0)
set(94,8400,19800,-583,0)
set(94,5600,22400,-583,90)
set(94,5600,11300,-583,90)


set(23,34000,26350,250,-90)

set(29,2080,11200,250,180)
set(29,680,11200,250,0)
set(29,-680,11200,250,180)
set(29,-2080,11200,250,0)

set(29,30500,26350,250,-90)
set(29,30500,24970,250,90)


set(29,30500,17950,250,-90)
set(29,18900,24970,250,90)
set(29,-2080,22150,250,0)
set(29,-680,22150,250,180)
set(29,680,22150,250,0)
set(29,2080,22150,250,180)

set(97,-8200,-11300,250,0)
set(97,-8200,-5700,250,0)
set(98,-8200,-100,250,0)
set(97,-8200,5500,250,0)
set(97,-8200,11100,250,0)
set(97,-8200,16700,250,0)
set(97,-8200,22300,250,0)
set(97,-8200,27900,250,0)
set(97,-8200,33500,250,0)
set(47,-8200,18950,250,0)p

maxl(9,-21291,-7491)
maxb(13,-9891,-18891)
maxr(9,41109,-7491)
maxt(13,33309,-18891)


