snap(10,4,-26)
sky(191,217,255)
fog(172,200,229)
clouds(255,255,255,5,-1500)
set(54,-21000,29324,250,0)
set(54,-21000,31667,250,0)
set(54,-19600,33832,250,0)
set(54,-21000,33832,250,0)
set(54,-19600,31667,250,0)
set(54,-19600,29324,250,0)
set(10,-20300,25432,250,0)p
set(54,-21000,24382,250,0)
set(54,-21000,27137,250,0)
set(54,-19600,27137,250,0)
set(54,-19600,24382,250,0)
set(10,-20300,19832,250,0)p
set(54,-21000,18791,250,0)
set(54,-21000,21584,250,0)
set(54,-19600,21584,250,0)
set(54,-19600,18791,250,0)
set(10,-20300,14232,250,0)
set(54,-21000,15979,250,0)
set(54,-19600,15979,250,0)
set(10,-20300,8632,250,0)
set(26,-20300,11432,250,180)pr
set(10,-20300,3032,250,0)p
set(23,-20300,232,250,0)
set(51,-20300,5100,250,0)
chk(64,-20300,226,0,-1315)
set(24,-20300,-8400,250,0)
set(17,-20300,-10150,250,90)
set(35,-20300,-8400,250,0)pr
set(44,-15750,-10150,250,90)p
set(43,-10150,-10150,250,-90)p
set(44,-4550,-10150,250,-90)p
set(17,0,-10150,250,180)pt
set(16,0,-5600,250,0)p
set(24,-5600,29075,250,180)
set(23,-8900,50350,250,-90)
set(23,-8900,50350,250,90)
set(37,-8025,50375,250,0)
set(37,-9775,50400,250,0)
set(23,-2275,50350,250,-90)
set(23,-2275,50350,250,90)
set(37,-1500,50450,250,0)
set(37,-3125,50425,250,0)
set(57,-20300,500,250,0)


set(71,1925,2900,250,180)
set(70,-2200,2850,250,0)
set(70,3025,11900,250,90)
set(70,-2475,20025,250,180)
set(70,2800,28600,250,-90)
set(70,-2650,31550,250,0)
set(70,100,39975,250,90)
set(70,-9575,41900,250,180)
set(70,-14226,34758,250,-90)
set(70,-27716,43638,250,0)
set(70,-32026,32050,250,90)
set(70,-41650,23282,250,180)
set(70,-33050,15320,250,-90)
set(70,-39782,5200,250,0)
set(70,-34850,-1932,250,90)
set(70,-25986,-6292,250,180)
set(70,-23060,-1086,250,-90)
set(70,-15176,-6316,250,0)
set(70,-3542,-3006,250,90)
set(70,-7928,6032,250,180)
set(70,-3472,13994,250,-90)
set(70,-8066,18696,250,0)
set(70,-8114,29880,250,90)
set(70,-2576,47380,250,180)
set(70,-8220,58774,250,-90)
set(70,-17702,62910,250,0)
set(70,-16202,55094,250,90)
set(70,-16298,44842,250,-90)
set(70,-22478,26578,250,0)
set(70,-15054,16096,250,90)
set(70,-24054,6710,250,180)
set(70,-13496,4000,250,-90)
set(70,-9454,-12468,250,0)
set(70,2416,-7952,250,90)
set(71,-2544,9676,250,180)
set(71,1788,23210,250,-90)
set(71,2942,34612,250,0)
set(71,-9104,39856,250,90)
set(71,-16444,36226,250,-90)
set(71,-32570,40448,250,0)
set(71,-39816,35462,250,90)
set(71,-34816,26322,250,180)
set(71,-39284,14758,250,-90)
set(71,-33354,2718,250,0)
set(71,-39790,-160,250,90)
set(71,-27242,-2310,250,180)
set(71,-7648,-2064,250,0)
set(71,-16386,-2132,250,90)
set(71,-7910,13598,250,180)
set(71,-9354,25648,250,-90)
set(71,-2998,24158,250,0)
set(71,-7286,45626,250,90)
set(71,-3154,53866,250,180)
set(71,-10122,63492,250,-90)
set(71,-11608,53072,250,0)
set(71,-23756,51988,250,90)
set(71,-22530,42250,250,180)
set(71,-22684,34212,250,-90)
set(71,-23518,21624,250,0)
set(71,-16594,24724,250,90)
set(71,-26748,12590,250,180)
set(71,-18318,11430,250,-90)
set(71,-22608,-10178,250,0)
set(71,-2910,-7132,250,90)
set(72,3020,-2552,250,180)
set(72,2528,8544,250,-90)
set(72,2262,17518,250,0)
set(72,-3258,35446,250,90)
set(72,-3372,40836,250,180)
set(72,-17602,40266,250,-90)
set(72,-29178,41760,250,0)
set(72,-34540,35348,250,90)
set(72,-39900,28272,250,180)
set(72,-32944,18322,250,-90)
set(72,-40850,10170,250,0)
set(72,-34452,9102,250,90)
set(72,-38526,-6076,250,180)
set(70,-32774,-7918,250,0)
set(72,-16808,-7920,250,90)
set(72,-9786,-7252,250,180)
set(72,474,-11394,250,-90)
set(70,-17805,29760,250,0)
set(70,-22785,14435,250,90)
set(71,-17645,20715,250,180)
set(72,-22990,30380,250,-90)
set(72,-30795,28195,250,0)
set(72,-25790,27250,250,90)
set(72,-28065,18360,250,180)
set(71,-27785,24975,250,-90)
set(71,-31040,22105,250,0)
set(71,-30940,10850,250,90)
set(71,-28940,4880,250,180)
set(71,-24355,2395,250,-90)
set(70,-28380,-55,250,0)
set(70,-27640,-11555,250,90)
set(71,-32225,-10750,250,180)
set(72,-38955,-10985,250,-90)
set(72,-10635,32955,250,0)
set(71,-13470,31590,250,90)
set(70,-13225,26760,250,180)
set(71,-11445,20760,250,-90)
set(72,-13795,10110,250,0)
set(71,-16355,1550,250,90)
set(70,-13030,200,250,180)
set(70,-27710,32720,250,-90)
set(70,-14444,49984,250,0)
set(71,-14956,47168,250,90)
set(72,-13196,57568,250,180)
set(71,-24200,59676,250,-90)
set(71,-33478,47565,250,0)
set(71,-32021,56166,250,90)
set(71,-25065,43570,250,180)
set(72,-27697,51748,250,-90)
set(72,-24971,56589,250,0)
set(72,-34794,52970,250,90)
set(72,-35452,58375,250,180)
set(72,-26945,46155,250,-90)
set(72,-34559,43382,250,0)
set(72,-11398,45770,250,90)
set(70,-28803,56572,250,180)
set(70,-31764,51590,250,-90)
set(70,-26829,48911,250,0)
set(70,-31670,44916,250,90)
set(70,-37623,44987,250,180)
set(70,-1337,44496,250,-90)
set(71,-3034,59943,250,90)
set(72,-214,54867,250,180)
set(71,-1389,58204,250,-90)
set(71,1751,44432,250,0)
set(71,-16872,51487,250,90)
set(72,-36273,-10243,250,-90)
pile(8049,2,5,-2800,-50)
pile(7152,6,3,-3525,725)
pile(9429,6,3,-3475,-700)
pile(2772,6,3,3425,775)
pile(6454,4,5,3050,-575)
pile(275,2,4,2275,1375)
pile(8002,2,4,-3100,7450)
pile(7451,2,4,-3200,6525)
pile(602,3,6,-3900,6825)
pile(3968,3,5,-2475,7025)
pile(3421,4,3,-3250,8425)
pile(2453,4,3,2740,14960)
pile(6842,4,3,-3300,17360)
pile(4457,4,3,-2860,16320)
pile(8114,4,3,2580,20440)
pile(3696,4,3,2660,19440)
pile(7028,4,3,-2620,29860)
pile(6319,4,3,-3100,28900)
pile(9541,2,2,-4140,27420)
pile(3234,5,2,-3020,27700)
pile(4383,5,2,3580,27060)
pile(7985,6,5,3060,30580)
pile(8422,6,5,2780,32300)
pile(5013,5,5,3860,31780)
pile(546,5,5,2260,35940)
pile(3300,5,3,-1780,40460)
pile(8891,5,5,-7540,40660)
pile(5484,3,4,-8780,35740)
pile(7737,4,5,-8780,34380)
pile(2841,4,5,-7980,34060)
pile(1181,4,5,-8740,32900)
pile(8894,4,4,-8340,27100)
pile(1722,4,4,-11540,40060)
pile(588,4,4,-11860,41940)
pile(6339,4,4,-13820,42540)
pile(3599,3,3,-12580,43500)
pile(7599,3,3,-15940,42020)
pile(5630,3,3,-13060,35560)
pile(5756,4,2,-14820,35840)
pile(4394,4,2,-16220,35320)
pile(155,4,2,-17740,35440)
pile(9817,4,2,-25280,40820)
pile(6968,4,2,-26480,41900)
pile(5759,2,5,-25120,41900)
pile(1298,4,4,-26720,40820)
pile(4078,5,5,-27880,41700)
pile(6775,5,5,-31920,34400)
pile(2912,5,5,-30360,34160)
pile(2565,5,5,-31120,35640)
pile(245,5,5,-30960,33160)
pile(4621,5,5,-39600,40240)
pile(3594,5,5,-38280,41440)
pile(5587,4,6,-38400,39960)
pile(1702,5,5,-36840,41920)
pile(6956,3,4,-40080,41960)
pile(8437,3,4,-32540,33360)
pile(3865,3,4,-40860,30800)
pile(5410,3,4,-41060,33120)
pile(7867,5,5,-41020,31960)
pile(2244,5,5,-33420,28680)
pile(5911,3,5,-40540,26320)
pile(2179,6,4,-40780,24880)
pile(9665,4,5,-41740,25480)
pile(4670,2,6,-39820,25360)
pile(6472,5,4,-32260,27520)
pile(6226,5,4,-32760,22880)
pile(731,5,4,-32280,21400)
pile(640,2,5,-33440,21040)
pile(190,2,5,-41040,19040)
pile(2356,6,3,-42240,18800)
pile(8828,5,5,-41960,17080)
pile(3936,5,5,-32160,5500)
pile(6700,5,5,-32480,7300)
pile(806,5,5,-33720,6340)
pile(767,5,5,-30200,7340)
pile(5606,5,5,-32880,10180)
pile(658,5,5,-31040,13180)
pile(7227,2,2,-40600,8140)
pile(3065,2,2,-41340,6840)
pile(1498,3,5,-42500,8000)
pile(9502,4,2,-41460,7840)
pile(9412,6,6,-42260,7040)
pile(3970,6,6,-41820,-480)
pile(9848,6,6,-41220,-1920)
pile(2239,5,5,-42940,-2880)
pile(9960,5,5,-30020,-800)
pile(8455,5,5,-31980,200)
pile(2765,5,4,-35740,-6880)
pile(7767,5,4,-36580,-8280)
pile(8425,5,4,-37220,-7200)
pile(4236,5,4,-29540,-8240)
pile(3885,5,4,-26540,-8920)
pile(8777,5,4,-28700,-9440)
pile(8602,5,4,-27980,-6880)
pile(3422,5,4,-25180,7700)
pile(8545,5,4,-23440,-8080)
pile(3654,5,4,-12640,-7380)
pile(4712,5,4,-11440,-6820)
pile(77,5,4,-9800,-620)
pile(7449,5,4,-8360,-700)
pile(239,5,4,-9600,8140)
pile(318,5,4,-9560,6140)
pile(6430,5,4,-8360,4300)
pile(3633,5,4,-10760,7220)
pile(9271,5,4,-10000,12500)
pile(2571,5,4,-8240,16100)
pile(1458,5,4,-10360,16620)
pile(4747,5,4,-9680,15220)
pile(3869,5,4,-13320,18020)
pile(6439,5,4,-9320,22880)
pile(1426,5,4,-9540,30500)
pile(5593,5,4,-9520,47920)
pile(2481,6,6,-8400,47080)
pile(9216,4,3,-2120,48760)
pile(9127,4,4,-11360,47800)
pile(7506,5,5,440,48120)
pile(4440,2,3,-840,48560)
pile(2873,3,4,-1600,47840)
pile(7052,5,4,-12240,49600)
pile(1990,6,6,-8980,55760)
pile(8791,6,6,-10260,56440)
pile(5491,3,3,-10340,55080)
pile(7,4,5,-11060,56120)
pile(3779,3,4,-3940,62880)
pile(7069,3,4,-5860,63060)
pile(7776,5,4,-5060,63580)
pile(3708,5,2,-4460,62180)
pile(9986,5,2,-14820,63820)
pile(2176,5,3,-13300,63940)
pile(1372,6,5,-16420,65020)
pile(1125,6,5,-15120,56580)
pile(2859,6,5,-14440,55380)
pile(4111,6,5,-24320,57540)
pile(1398,4,3,-23680,58700)
pile(6204,4,3,-25380,47220)
pile(1818,4,3,-23620,46580)
pile(7968,5,2,-23580,48340)
pile(6138,4,2,-24980,45620)
pile(9338,4,2,-17360,43180)
pile(1571,4,2,-18040,44980)
pile(3762,4,2,-17320,46420)
pile(4441,4,2,-17320,27300)
pile(3092,4,2,-18240,26620)
pile(8813,6,5,-16840,26180)
pile(3405,4,4,-17880,28220)
pile(4387,3,4,-15080,27820)
pile(7446,6,4,-24640,24460)
pile(1347,6,4,-25480,23180)
pile(3928,6,5,-26800,25020)
pile(306,3,6,-14800,31780)
pile(7917,3,3,-26000,17080)
pile(6416,5,4,-24640,17920)
pile(7054,3,4,-26400,18400)
pile(95,5,6,-24920,16080)
pile(9095,3,5,-16640,13320)
pile(9897,5,4,-16000,11760)
pile(6858,5,4,-17480,12520)
pile(2850,5,4,-27120,10920)
pile(6402,2,2,-25960,10440)
pile(4969,2,2,-14960,6620)
pile(9186,2,2,-16120,7660)
pile(6878,4,5,-15480,5420)
pile(1542,4,5,-17040,6500)
pile(5296,5,3,-17160,4380)
pile(3071,5,3,-26400,-560)
pile(2073,5,3,-29640,2880)
pile(4594,3,3,-24920,4760)
pile(7562,3,3,-20920,-12840)
pile(8066,3,6,-21600,-12320)
pile(7016,4,6,-22920,-13120)
pile(762,6,4,-21840,-14160)
pile(6302,6,4,-15500,-13920)
pile(8261,6,4,-13540,-13200)
pile(7108,2,4,-13460,-14440)
pile(6938,2,4,-14780,-12800)
pile(1657,2,5,-14260,-14280)
pile(6217,2,5,-15540,-12960)
pile(2832,2,5,2920,-10740)
pile(5447,2,5,2760,-12020)
pile(6262,2,5,-2880,-3860)
pile(5900,4,3,-3400,-5100)
pile(6213,3,3,-4560,-6540)
pile(5336,3,3,-3880,-6180)
pile(3902,3,4,1636,-10416)
pile(9977,5,3,3118,-5514)
pile(8827,5,3,3250,6334)
pile(7585,5,3,3668,7056)
pile(7323,5,3,-37892,-12740)
pile(195,5,3,-34220,-13148)
pile(3311,5,3,-36056,-13284)
pile(2684,5,3,-37212,-14848)
pile(9473,5,3,-2168,56528)
pile(6615,3,3,-1556,55032)
pile(3066,4,3,-33240,54360)
pile(659,4,3,-31800,54000)
pile(2580,5,4,-30000,54680)
pile(3751,3,6,-32920,52080)
pile(4219,3,6,-32080,49200)
pile(3171,3,6,-29800,48480)
pile(9800,3,6,-40433,49177)
pile(640,3,6,-38480,52264)
pile(7567,3,6,-40874,51760)
pile(7103,5,4,-38480,50500)
pile(8371,5,4,-39614,50626)

maxl(17,-43569,-13289)
maxb(10,-15689,-41169)
maxr(17,4431,-13289)
maxt(10,65910,-41169)
