snap(-6,-8,-2)
sky(181,190,217)
fog(173,191,204)
clouds(255,255,255,0,-1000)
set(99,-2800,24000,250,0)
set(99,-2800,24400,250,0)
set(99,-2800,24800,250,0)
set(99,-2800,25200,250,0)
set(99,-2800,25600,250,0)
set(99,-2800,26000,250,0)
set(99,-2800,26400,250,0)
set(99,-2800,26800,250,0)
set(99,-2800,27200,250,0)
set(99,-2800,27600,250,0)
set(113,-3800,24800,250,0)


//nodes

node(0,250,15000)r
node(0,250,21269)r
node(1396,250,22127)r
node(13500,250,22400)r
node(31569,250,22325)r
node(33100,250,19600)r
node(33100,250,-662)r
node(28599,250,-3038)r
node(24216,250,-5898)r
node(22170,250,-6162)r
node(21170,250,-9660)r
node(18295,250,-10320)r
node(1396,250,-10155)r
node(0,250,-8769)r












maxl(9,-5423,-12318)
maxb(11,-14718,-3023)
maxr(9,47377,-12318)
maxt(11,28482,-3023)
