snap(15,-4,-21)
sky(187,195,227)
fog(204,186,176)
clouds(255,228,228,3,-1437)
set(10,55020,0,250,180)p
set(14,55020,-4550,250,180)pt
set(10,50470,-4550,250,90)
chk(40,48498,-4550,250,90)
set(10,44870,-4550,250,90)p
set(38,45570,-4550,250,-90)
set(38,44570,-4550,250,-90)
set(38,46570,-4550,250,-90)
set(22,41510,-4550,250,-90)p
set(38,43570,-4550,250,-90)
set(38,42570,-4550,250,-90)
set(10,38150,-4550,250,90)
set(38,38450,-4550,250,-90)
set(38,40450,-4550,250,-90)
set(38,41570,-4550,250,-90)
set(38,39450,-4550,250,-90)
set(38,37450,-4550,250,-90)
set(10,32550,-4550,250,90)
set(50,34500,-4550,250,90)pr
set(10,26950,-4550,250,90)
set(53,29625,-2425,250,90)pr
set(10,21350,-4550,250,90)
set(10,15750,-4550,250,90)p
set(10,10150,-4550,250,90)p
set(10,4550,-4550,250,90)
chk(40,6825,-4550,250,90)
set(14,0,-4550,250,90)pt
set(44,26678,32515,250,0)
set(43,26678,26915,250,180)
fix(41,26678,18798,-1500,0)
set(43,26678,21315,250,0)
set(55,26678,22880,250,0)
set(43,26678,15715,250,0)
set(43,26678,10115,250,0)
set(55,26678,14690,250,180)
set(44,26678,4515,250,180)
set(24,26678,35315,250,0)
set(24,26678,1715,250,180)
set(53,25600,-2500,250,-90)pr
set(24,41652,3444,250,180)
set(24,13841,3444,250,180)
set(44,41652,6244,250,180)
set(62,41426,5100,250,0)
set(63,42064,4000,250,0)
set(44,41652,11844,250,0)
set(35,42064,9300,250,180)
set(63,42064,12688,250,0)
set(63,41450,11200,250,90)
set(16,41652,17444,250,0)
set(15,41652,23044,250,0)
set(35,41426,24488,250,0)
set(63,41340,21170,250,90)
set(63,42064,22358,250,0)
set(24,41652,31444,250,0)
set(16,41652,28644,250,0)
set(63,41450,31910,250,-90)
set(44,13841,6244,250,180)
set(43,13841,11844,250,180)
set(43,13841,17444,250,180)
set(43,13841,23044,250,180)
set(34,13841,18775,250,0)
set(43,13841,28644,250,180)
set(44,13841,34244,250,0)
set(24,13841,37044,250,0)

set(73,1575,4025,250,0)
set(73,-1465,6634,250,90)
set(73,1441,7633,250,180)
set(73,-1370,16671,250,-90)
set(73,1718,24171,250,0)
set(73,-1967,30902,250,90)
set(73,2024,35894,250,180)
set(73,-1572,40819,250,-90)
set(73,2201,45551,250,0)
set(73,5571,45172,250,90)
set(73,1963,42505,250,-90)
set(73,21470,42022,250,0)
set(73,19979,45550,250,90)
set(73,17921,46159,250,180)
set(73,25124,44059,250,-90)
set(73,23217,38520,250,0)
set(73,18954,38562,250,90)
set(73,11626,41667,250,180)
set(73,11017,38202,250,-90)
set(73,6740,37660,250,0)
set(73,5357,33681,250,90)
set(73,1766,31665,250,180)
set(73,5546,30279,250,-90)
set(73,5979,27168,250,0)
set(73,1548,27147,250,90)
set(73,5501,22798,250,180)
set(73,1732,20923,250,-90)
set(73,5840,19248,250,0)
set(73,1808,17127,250,90)
set(73,6088,11614,250,180)
set(73,1426,12328,250,-90)
set(73,5630,5686,250,0)
set(73,6386,8563,250,90)
set(73,5151,2013,250,180)
set(73,1539,606,250,-90)
set(73,5613,-1032,250,0)
set(73,9542,178,250,90)
set(73,6552,-3478,250,180)
set(73,19505,-731,250,-90)
set(73,22025,88,250,0)
set(73,31826,-752,250,90)
set(73,34347,-685,250,180)
set(73,36319,172,250,-90)
set(73,43591,-584,250,0)
set(73,48936,-785,250,90)
set(73,50154,1420,250,180)
set(73,49432,6328,250,-90)
set(73,49516,10992,250,0)
set(73,49175,16122,250,90)
set(73,53415,17887,250,180)
set(73,53373,928,250,-90)
set(73,52932,4429,250,0)
set(73,53478,8429,250,90)
set(73,53482,15294,250,180)
set(73,49436,21529,250,-90)
set(73,49717,29500,250,0)
set(73,53528,35063,250,90)
set(73,49112,37958,250,180)
set(73,48986,41992,250,-90)
set(73,52739,41383,250,0)
set(73,43655,42118,250,90)
set(73,37502,38737,250,180)
set(73,35849,42581,250,-90)
set(73,32189,37955,250,0)
set(73,30341,42470,250,90)
set(73,27548,40685,250,180)
set(73,28766,44822,250,-90)
set(73,35633,45263,250,0)
set(73,45751,37955,250,90)
set(73,42559,45242,250,180)
set(73,48202,46259,250,-90)
set(73,52024,44894,250,0)
set(73,56785,39413,250,90)
set(73,53425,38048,250,180)
set(73,57164,35374,250,-90)
set(73,56828,32119,250,0)
set(73,53048,31783,250,90)
set(73,56905,29814,250,180)
set(73,53329,28831,250,-90)
set(73,56920,27298,250,0)
set(73,56584,24925,250,90)
set(73,53434,25093,250,180)
set(73,56710,27571,250,-90)
set(73,56815,20470,250,0)
set(73,53308,22465,250,90)
set(73,56899,17089,250,180)
set(73,56668,13130,250,-90)
set(73,53812,11597,250,0)
set(73,57109,8447,250,90)
set(73,56684,1655,250,180)
set(73,56999,-1789,250,-90)
set(73,55688,-5541,250,0)
set(73,52853,-2958,250,90)
set(73,47921,-6000,250,180)
set(73,41732,-6294,250,-90)
set(73,34669,-6420,250,0)
set(73,29417,-5727,250,90)
set(73,22770,-6651,250,180)
set(73,17644,-5962,250,-90)
set(73,13169,-5912,250,0)
set(73,7858,-6353,250,90)
set(73,81,-6466,250,180)
set(73,1215,-3022,250,-90)
set(73,-1857,-417,250,0)
set(73,-1584,2642,250,90)
set(74,1357,5033,250,180)
set(74,-1541,4718,250,-90)
set(74,-2150,7238,250,0)
set(74,2050,7238,250,90)
set(74,-1709,10730,250,180)
set(74,1935,15353,250,-90)
set(74,-1788,14401,250,0)
set(74,-1601,19653,250,90)
set(74,1544,19432,250,180)
set(74,-1584,22645,250,-90)
set(74,-1550,26509,250,90)
set(74,1374,29659,250,180)
set(74,-2264,29837,250,-90)
set(74,-1703,34847,250,0)
set(74,1782,36241,250,90)
set(74,-1663,38361,250,180)
set(74,-1714,42711,250,-90)
set(74,3833,45459,250,0)
set(74,4105,42354,250,90)
set(74,9942,42405,250,180)
set(74,16819,45686,250,-90)
set(74,18014,42190,250,0)
set(74,22094,42394,250,90)
set(74,21074,38535,250,180)
set(74,26108,42228,250,-90)
set(74,25071,40290,250,0)
set(74,16391,38487,250,90)
set(74,14300,38912,250,180)
set(74,9212,38272,250,-90)
set(74,5314,38544,250,0)
set(74,5637,35619,250,90)
set(74,5144,31983,250,180)
set(74,5011,27582,250,-90)
set(74,5283,24041,250,0)
set(74,5109,21316,250,90)
set(74,5857,18358,250,180)
set(74,4401,16511,250,-90)
set(74,5574,13242,250,0)
set(74,4741,11797,250,90)
set(74,4979,7354,250,180)
set(74,4928,10142,250,-90)
set(74,5166,3575,250,0)
set(74,4741,-286,250,90)
set(74,6866,-660,250,180)
set(74,2633,-2853,250,-90)
set(74,7923,-129,250,0)
set(74,11085,-588,250,90)
set(74,15095,-1064,250,180)
set(74,18027,-938,250,-90)
set(74,22870,-819,250,0)
set(74,24646,-768,250,90)
set(74,30115,-88,250,180)
set(74,36254,-615,250,-90)
set(74,39282,-224,250,0)
set(74,45761,-445,250,90)
set(74,50030,-275,250,180)
set(74,49839,4221,250,-90)
set(74,49635,8902,250,0)
set(74,49278,13283,250,90)
set(74,50145,19827,250,180)
set(74,50094,25759,250,-90)
set(74,49482,32133,250,0)
set(74,49380,35756,250,90)
set(74,47459,38391,250,180)
set(74,44414,42228,250,-90)
set(74,35741,38562,250,0)
set(74,29945,38140,250,90)
set(74,26817,40078,250,180)
set(74,31103,41837,250,-90)
set(74,32452,45313,250,0)
set(74,39213,45058,250,90)
set(74,47744,45616,250,180)
set(74,54900,45293,250,-90)
set(74,56659,41616,250,0)
set(74,55945,43996,250,90)
set(74,56969,37220,250,180)
set(74,53501,36455,250,-90)
set(74,57190,33905,250,90)
set(74,56374,28974,250,180)
set(74,56969,26276,250,-90)
set(74,53790,26395,250,0)
set(74,57003,22476,250,90)
set(74,56561,19501,250,180)
set(74,56578,16031,250,-90)
set(74,56612,10753,250,0)
set(74,53586,13490,250,90)
set(74,56768,8786,250,180)
set(74,56955,4756,250,-90)
set(74,56819,256,250,0)
set(74,53011,1990,250,90)
set(74,53147,5849,250,180)
set(74,56819,-696,250,-90)
set(74,53062,-1847,250,0)
set(74,56445,-4567,250,90)
set(74,56411,-2153,250,180)
set(74,51303,-5898,250,-90)
set(74,49603,-6187,250,0)
set(74,44375,-6000,250,90)
set(74,40280,-6677,250,180)
set(74,37508,-6432,250,-90)
set(74,33008,-6449,250,0)
set(74,30528,-6402,250,90)
set(74,25286,-6242,250,180)
set(74,19337,-6830,250,-90)
set(74,14558,-6455,250,0)
set(74,9871,-6999,250,90)
set(74,4854,-5999,250,180)
set(74,1864,-6353,250,-90)
set(74,-1451,-4874,250,0)
set(74,-2203,-2170,250,90)
set(75,1388,1756,250,0)
set(75,-1828,1388,250,90)
set(75,-1988,5468,250,180)
set(75,1628,6620,250,-90)
set(75,1356,10768,250,0)
set(75,-1364,9568,250,90)
set(75,-1828,15660,250,180)
set(75,1612,16252,250,-90)
set(75,-1780,21340,250,0)
set(75,-2084,18332,250,90)
set(75,-2068,24184,250,180)
set(75,-1700,28184,250,-90)
set(75,-1572,32544,250,0)
set(75,1412,25352,250,90)
set(75,-1884,37096,250,180)
set(75,-556,44936,250,-90)
set(75,2692,44968,250,0)
set(75,6380,42420,250,90)
set(75,11508,41892,250,180)
set(75,15588,42200,250,-90)
set(75,27176,43900,250,0)
set(75,25176,42796,250,90)
set(75,23288,44812,250,180)
set(75,23928,39004,250,-90)
set(75,17644,38772,250,0)
set(75,20684,42404,250,90)
set(75,13128,38956,250,180)
set(75,9896,38844,250,-90)
set(75,7640,38044,250,0)
set(75,4980,37292,250,90)
set(75,5684,34260,250,180)
set(75,5928,28432,250,-90)
set(75,5096,25104,250,0)
set(75,5176,14900,250,90)
set(75,5896,6728,250,180)
set(75,4984,9176,250,-90)
set(75,4352,896,250,0)
set(75,9268,-928,250,90)
set(75,5908,-3524,250,180)
set(75,10464,-760,250,-90)
set(75,12560,-40,250,0)
set(75,13040,-888,250,90)
set(75,8536,-6080,250,180)
set(75,10552,-6080,250,-90)
set(75,15736,-6352,250,0)
set(75,16752,-712,250,90)
set(75,18896,-5768,250,180)
set(75,21092,-216,250,-90)
set(75,21876,-5960,250,0)
set(75,20468,-6008,250,90)
set(75,24524,-6136,250,180)
set(75,26620,-1272,250,-90)
set(75,26956,-6264,250,0)
set(75,28632,-776,250,90)
set(75,25416,-696,250,180)
set(75,33068,-760,250,-90)
set(75,32444,24,250,0)
set(75,28888,-6204,250,90)
set(75,39516,-6004,250,180)
set(75,46152,-6244,250,-90)
set(75,40612,-168,250,0)
set(75,43300,232,250,90)
set(75,47472,64,250,180)
set(75,50276,-1136,250,-90)
set(75,51888,-3132,250,0)
set(75,53136,-6360,250,90)
set(75,57472,-3104,250,180)
set(75,49660,2652,250,-90)
set(75,53100,3184,250,0)
set(75,56284,3648,250,90)
set(75,49884,7440,250,180)
set(75,53580,7664,250,-90)
set(75,49884,12544,250,0)
set(75,57196,12480,250,90)
set(75,50008,14828,250,180)
set(75,56920,14956,250,-90)
set(75,53304,13868,250,0)
set(75,53352,12924,250,90)
set(75,50024,17412,250,180)
set(75,56904,18036,250,-90)
set(75,53072,21024,250,0)
set(75,53168,23936,250,90)
set(75,49696,24516,250,180)
set(75,50064,23380,250,-90)
set(75,57116,23284,250,0)
set(75,49716,27476,250,90)
set(75,52976,30380,250,180)
set(75,49344,31212,250,-90)
set(75,49648,34268,250,0)
set(75,52960,36652,250,90)
set(75,53040,39104,250,180)
set(75,52976,32784,250,-90)
set(75,50636,41944,250,0)
set(75,47388,42248,250,90)
set(75,46364,38504,250,180)
set(75,56720,37888,250,-90)
set(75,57520,40736,250,0)
set(75,56072,44936,250,90)
set(75,50280,45796,250,180)
set(75,44216,45700,250,-90)
set(75,39620,42500,250,0)
set(75,33792,45292,250,90)
set(75,37440,45948,250,180)
set(75,33504,42092,250,-90)
set(75,28860,38644,250,0)
set(75,34180,38280,250,90)
set(75,49308,38436,250,180)
set(65,9265,35599,250,-90)
set(65,8390,22786,250,0)
set(65,31940,26987,250,90)
set(65,36735,15063,250,180)
set(65,20272,7711,250,-90)
set(65,16347,616,250,0)
set(65,35107,32681,250,90)
set(65,46942,31388,250,180)
set(65,46090,17390,250,-90)
set(65,44664,3964,250,0)
set(65,33201,6538,250,90)
set(65,9274,5705,250,180)
set(66,8164,8295,250,-90)
set(66,7739,20255,250,0)
set(66,18409,21980,250,90)
set(66,21092,34870,250,180)
set(66,33850,20625,250,-90)
set(66,31275,8800,250,0)
set(66,37250,3050,250,90)
set(67,9092,34858,250,180)
set(67,20290,27330,250,-90)
set(67,19812,14830,250,0)
set(67,9096,5061,250,90)
set(67,21973,3677,250,180)
set(67,38540,27988,250,-90)
set(67,46468,22316,250,0)
set(68,46256,8524,250,90)
set(68,34104,14952,250,180)
set(68,20568,5132,250,-90)
set(68,9036,11196,250,0)

maxl(12,-3690,-6487)
maxb(13,-8887,-1290)
maxr(12,58710,-6487)
maxt(13,48713,-1290)
